				stand	atp1	atp2	atp3	p1tp2	p1tp3	p2tp3
吉他	愉悅	熱門	音樂	0.627	0.382	0.397	0.337	0.117	0.135	0.235
旋律	興趣	優雅	音樂	0.626	0.491	0.353	0.372	0.138	0.229	0.222
流行	小提琴	愉悅	音樂	0.619	0.339	0.423	0.397	0.196	0.217	0.126
歌星	陶冶	優雅	音樂	0.614	0.396	0.258	0.372	0.124	0.085	0.203
美妙	歌手	氣質	音樂	0.611	0.325	0.466	0.425	0.189	0.18	0.236
輕鬆	歌星	陶冶	音樂	0.607	0.341	0.396	0.258	0.087	0.177	0.124
美妙	唱片	熱門	音樂	0.6	0.325	0.447	0.337	0.232	0.171	0.105
陶冶	吉他	熱門	音樂	0.592	0.258	0.382	0.337	0.181	0.068	0.135
美妙	歌手	興趣	音樂	0.588	0.325	0.466	0.353	0.189	0.219	0.149
歌星	休閒	陶冶	音樂	0.583	0.396	0.47	0.258	0.175	0.124	0.243
流行	輕鬆	音符	音樂	0.581	0.339	0.341	0.401	0.204	0.168	0.128
休閒	小提琴	陶冶	音樂	0.578	0.47	0.423	0.258	0.099	0.243	0.232
美妙	氣質	歌星	音樂	0.577	0.325	0.425	0.396	0.18	0.171	0.218
小提琴	放鬆	熱門	音樂	0.575	0.423	0.255	0.337	0.182	0.081	0.177
流行	快樂	吉他	音樂	0.574	0.339	0.424	0.382	0.19	0.222	0.158
輕鬆	小提琴	陶冶	音樂	0.572	0.341	0.423	0.258	0.04	0.177	0.232
輕鬆	旋律	陶冶	音樂	0.571	0.341	0.491	0.258	0.094	0.177	0.247
歌星	放鬆	熱門	音樂	0.565	0.396	0.255	0.337	0.085	0.162	0.177
流行	吉他	愉悅	音樂	0.561	0.339	0.382	0.397	0.222	0.217	0.117
休閒	陶冶	吉他	音樂	0.561	0.47	0.258	0.382	0.243	0.125	0.181
旋律	放鬆	熱門	音樂	0.561	0.491	0.255	0.337	0.231	0.114	0.177
美妙	歌手	熱門	音樂	0.561	0.325	0.466	0.337	0.189	0.171	0.207
快樂	小提琴	陶冶	音樂	0.555	0.424	0.423	0.258	0.136	0.182	0.232
美妙	歌星	熱門	音樂	0.554	0.325	0.396	0.337	0.171	0.171	0.162
流行	氣質	吉他	音樂	0.553	0.339	0.425	0.382	0.177	0.222	0.194
美妙	唱片	興趣	音樂	0.549	0.325	0.447	0.353	0.232	0.219	0.125
歌手	氣質	放鬆	音樂	0.548	0.466	0.425	0.255	0.236	0.132	0.229
氣質	音符	放鬆	音樂	0.545	0.425	0.401	0.255	0.174	0.229	0.133
氣質	歌星	放鬆	音樂	0.544	0.425	0.396	0.255	0.218	0.229	0.085
音符	休閒	陶冶	音樂	0.544	0.401	0.47	0.258	0.155	0.187	0.243
快樂	陶冶	吉他	音樂	0.542	0.424	0.258	0.382	0.182	0.158	0.181
美妙	歌星	興趣	音樂	0.542	0.325	0.396	0.353	0.171	0.219	0.142
歌手	放鬆	熱門	音樂	0.542	0.466	0.255	0.337	0.132	0.207	0.177
跳舞	陶冶	熱門	音樂	0.542	0.368	0.258	0.337	0.233	0.12	0.068
流行	輕鬆	吉他	音樂	0.539	0.339	0.341	0.382	0.204	0.222	0.097
美妙	氣質	吉他	音樂	0.536	0.325	0.425	0.382	0.18	0.222	0.194
古典	愉悅	熱門	音樂	0.532	0.453	0.397	0.337	0.214	0.205	0.235
興趣	舞蹈	優雅	音樂	0.532	0.353	0.497	0.372	0.228	0.222	0.239
放鬆	吉他	熱門	音樂	0.531	0.255	0.382	0.337	0.13	0.177	0.135
輕鬆	陶冶	吉他	音樂	0.526	0.341	0.258	0.382	0.177	0.097	0.181
氣質	小提琴	放鬆	音樂	0.52	0.425	0.423	0.255	0.172	0.229	0.182
休閒	旋律	陶冶	音樂	0.519	0.47	0.491	0.258	0.21	0.243	0.247
美妙	吉他	熱門	音樂	0.515	0.325	0.382	0.337	0.222	0.171	0.135
氣質	放鬆	吉他	音樂	0.508	0.425	0.255	0.382	0.229	0.194	0.13
輕鬆	音符	陶冶	音樂	0.507	0.341	0.401	0.258	0.128	0.177	0.187
流行	音符	優雅	音樂	0.507	0.339	0.401	0.372	0.168	0.237	0.2
流行	音符	愉悅	音樂	0.505	0.339	0.401	0.397	0.168	0.217	0.247
快樂	旋律	陶冶	音樂	0.497	0.424	0.491	0.258	0.247	0.182	0.247
流行	小提琴	優雅	音樂	0.489	0.339	0.423	0.372	0.196	0.237	0.212
流行	快樂	陶冶	音樂	0.482	0.339	0.424	0.258	0.19	0.167	0.182
興趣	小提琴	優雅	音樂	0.478	0.353	0.423	0.372	0.235	0.222	0.212
氣質	旋律	放鬆	音樂	0.477	0.425	0.491	0.255	0.234	0.229	0.231
流行	音符	陶冶	音樂	0.476	0.339	0.401	0.258	0.168	0.167	0.187
興趣	優雅	吉他	音樂	0.469	0.353	0.372	0.382	0.222	0.223	0.191
流行	興趣	小提琴	音樂	0.464	0.339	0.353	0.423	0.22	0.196	0.235
流行	音符	放鬆	音樂	0.457	0.339	0.401	0.255	0.168	0.238	0.133
流行	優雅	吉他	音樂	0.443	0.339	0.372	0.382	0.237	0.222	0.191
旋律	陶冶	優雅	音樂	0.442	0.491	0.258	0.372	0.247	0.229	0.203
音符	陶冶	優雅	音樂	0.441	0.401	0.258	0.372	0.187	0.2	0.203
興趣	優美	吉他	音樂	0.44	0.353	0.398	0.382	0.249	0.223	0.22
陶冶	優雅	吉他	音樂	0.436	0.258	0.372	0.382	0.203	0.181	0.191
古典	放鬆	熱門	音樂	0.432	0.453	0.255	0.337	0.232	0.205	0.177
流行	小提琴	陶冶	音樂	0.425	0.339	0.423	0.258	0.196	0.167	0.232
流行	興趣	吉他	音樂	0.409	0.339	0.353	0.382	0.22	0.222	0.223
流行	陶冶	吉他	音樂	0.409	0.339	0.258	0.382	0.167	0.222	0.181
小提琴	陶冶	優雅	音樂	0.406	0.423	0.258	0.372	0.232	0.212	0.203
流行	小提琴	放鬆	音樂	0.401	0.339	0.423	0.255	0.196	0.238	0.182
輕鬆	跳舞	陶冶	音樂	0.4	0.341	0.368	0.258	0.156	0.177	0.233
美妙	興趣	吉他	音樂	0.396	0.325	0.353	0.382	0.219	0.222	0.223
抒情	放鬆	熱門	音樂	0.391	0.43	0.255	0.337	0.25	0.205	0.177
流行	輕鬆	陶冶	音樂	0.389	0.339	0.341	0.258	0.204	0.167	0.177
快樂	跳舞	陶冶	音樂	0.387	0.424	0.368	0.258	0.248	0.182	0.233
流行	放鬆	吉他	音樂	0.386	0.339	0.255	0.382	0.238	0.222	0.13
流行	興趣	優雅	音樂	0.385	0.339	0.353	0.372	0.22	0.237	0.222
跳舞	休閒	陶冶	音樂	0.376	0.368	0.47	0.258	0.244	0.233	0.243
流行	氣質	放鬆	音樂	0.375	0.339	0.425	0.255	0.177	0.238	0.229
流行	陶冶	優雅	音樂	0.362	0.339	0.258	0.372	0.167	0.237	0.203
跳舞	陶冶	優雅	音樂	0.328	0.368	0.258	0.372	0.233	0.234	0.203
