				stand	atp1	atp2	atp3	p1tp2	p1tp3	p2tp3
愉快	香皂	鴨子	洗澡	0.551	0.294	0.474	0.263	0.194	0.123	0.164
清潔	愉快	浴盆	洗澡	0.55	0.368	0.294	0.45	0.195	0.183	0.185
香皂	唱歌	鴨子	洗澡	0.545	0.474	0.444	0.263	0.225	0.164	0.248
享受	水	鴨子	洗澡	0.544	0.275	0.362	0.263	0.086	0.029	0.241
泡沫	享受	鴨子	洗澡	0.544	0.257	0.275	0.263	0.152	0.071	0.029
肥皂	愉快	鴨子	洗澡	0.542	0.475	0.294	0.263	0.16	0.208	0.123
乾淨	肥皂	享受	洗澡	0.537	0.303	0.475	0.275	0.248	0.138	0.129
清潔	享受	水	洗澡	0.537	0.368	0.275	0.362	0.173	0.209	0.086
乾淨	沐浴乳	享受	洗澡	0.534	0.303	0.489	0.275	0.217	0.138	0.177
清潔	享受	浴盆	洗澡	0.53	0.368	0.275	0.45	0.173	0.183	0.207
乾淨	享受	浴盆	洗澡	0.53	0.303	0.275	0.45	0.138	0.153	0.207
沐浴乳	放鬆	鴨子	洗澡	0.529	0.489	0.299	0.263	0.21	0.178	0.132
熱水	泡沫	愉快	洗澡	0.526	0.476	0.257	0.294	0.228	0.146	0.127
清潔	愉快	水	洗澡	0.522	0.368	0.294	0.362	0.195	0.209	0.098
肥皂	唱歌	鴨子	洗澡	0.509	0.475	0.444	0.263	0.217	0.208	0.248
乾淨	享受	水	洗澡	0.507	0.303	0.275	0.362	0.138	0.208	0.086
舒服	泡沫	鴨子	洗澡	0.501	0.385	0.257	0.263	0.21	0.123	0.071
乾淨	沐浴乳	水	洗澡	0.499	0.303	0.489	0.362	0.217	0.208	0.229
泡沫	愉快	鴨子	洗澡	0.495	0.257	0.294	0.263	0.127	0.071	0.123
清潔	愉快	泡泡	洗澡	0.494	0.368	0.294	0.39	0.195	0.14	0.224
乾淨	享受	泡泡	洗澡	0.486	0.303	0.275	0.39	0.138	0.194	0.15
乾淨	香皂	水	洗澡	0.472	0.303	0.474	0.362	0.216	0.208	0.243
清潔	享受	鴨子	洗澡	0.468	0.368	0.275	0.263	0.173	0.235	0.029
舒服	水	鴨子	洗澡	0.467	0.385	0.362	0.263	0.179	0.123	0.241
熱水	泡沫	享受	洗澡	0.466	0.476	0.257	0.275	0.228	0.162	0.152
沐浴乳	水	鴨子	洗澡	0.465	0.489	0.362	0.263	0.229	0.178	0.241
愉快	水	鴨子	洗澡	0.457	0.294	0.362	0.263	0.098	0.123	0.241
泡沫	愉快	水	洗澡	0.455	0.257	0.294	0.362	0.127	0.233	0.098
香皂	水	鴨子	洗澡	0.451	0.474	0.362	0.263	0.243	0.164	0.241
清潔	泡沫	唱歌	洗澡	0.446	0.368	0.257	0.444	0.212	0.182	0.23
乾淨	泡沫	唱歌	洗澡	0.444	0.303	0.257	0.444	0.198	0.133	0.23
唱歌	清爽	鴨子	洗澡	0.44	0.444	0.299	0.263	0.207	0.248	0.112
放鬆	水	鴨子	洗澡	0.438	0.299	0.362	0.263	0.112	0.132	0.241
舒服	熱水	泡沫	洗澡	0.436	0.385	0.476	0.257	0.244	0.21	0.228
泡沫	享受	水	洗澡	0.423	0.257	0.275	0.362	0.152	0.233	0.086
泡沫	唱歌	鴨子	洗澡	0.416	0.257	0.444	0.263	0.23	0.071	0.248
清潔	唱歌	鴨子	洗澡	0.41	0.368	0.444	0.263	0.182	0.235	0.248
泡沫	唱歌	水	洗澡	0.4	0.257	0.444	0.362	0.23	0.233	0.2
泡沫	放鬆	鴨子	洗澡	0.396	0.257	0.299	0.263	0.22	0.071	0.132
清潔	泡沫	愉快	洗澡	0.386	0.368	0.257	0.294	0.212	0.195	0.127
舒服	泡沫	水	洗澡	0.382	0.385	0.257	0.362	0.21	0.179	0.233
唱歌	水	鴨子	洗澡	0.38	0.444	0.362	0.263	0.2	0.248	0.241
清潔	愉快	鴨子	洗澡	0.372	0.368	0.294	0.263	0.195	0.235	0.123
清潔	泡沫	鴨子	洗澡	0.371	0.368	0.257	0.263	0.212	0.235	0.071
清潔	泡沫	享受	洗澡	0.363	0.368	0.257	0.275	0.212	0.173	0.152
泡沫	放鬆	水	洗澡	0.353	0.257	0.299	0.362	0.22	0.233	0.112
熱水	泡沫	放鬆	洗澡	0.349	0.476	0.257	0.299	0.228	0.236	0.22
乾淨	泡沫	享受	洗澡	0.347	0.303	0.257	0.275	0.198	0.138	0.152
泡沫	水	鴨子	洗澡	0.337	0.257	0.362	0.263	0.233	0.071	0.241
清潔	泡沫	水	洗澡	0.333	0.368	0.257	0.362	0.212	0.209	0.233
清潔	水	鴨子	洗澡	0.307	0.368	0.362	0.263	0.209	0.235	0.241
乾淨	泡沫	水	洗澡	0.283	0.303	0.257	0.362	0.198	0.208	0.233
